ENSG00000000419	DPM1	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000167965	MLST8	H. sapiens	S000004951	LST8	S. cerevisiae	least diverged orthologue
ENSG00000167965	MLST8	H. sapiens	S000004951	LST8	S. cerevisiae	orthologue
ENSG00000167965	MLST8	H. sapiens	S000004951	LST8	S. cerevisiae	orthologue
ENSG00000168002	POLR2G	H. sapiens	S000002812	RPB7	S. cerevisiae	homologue
ENSG00000168002	POLR2G	H. sapiens	S000002812	RPB7	S. cerevisiae	least diverged orthologue
ENSG00000168002	POLR2G	H. sapiens	S000002812	RPB7	S. cerevisiae	orthologue
ENSG00000168002	POLR2G	H. sapiens	S000002812	RPB7	S. cerevisiae	orthologue
ENSG00000168374	ARF4	H. sapiens	S000002296	ARF2	S. cerevisiae	homologue
ENSG00000168374	ARF4	H. sapiens	S000002296	ARF2	S. cerevisiae	orthologue
ENSG00000168374	ARF4	H. sapiens	S000002351	ARF1	S. cerevisiae	homologue
ENSG00000168374	ARF4	H. sapiens	S000002351	ARF1	S. cerevisiae	orthologue
ENSG00000168393	DTYMK	H. sapiens	S000003818	CDC8	S. cerevisiae	homologue
ENSG00000168393	DTYMK	H. sapiens	S000003818	CDC8	S. cerevisiae	least diverged orthologue
ENSG00000168393	DTYMK	H. sapiens	S000003818	CDC8	S. cerevisiae	orthologue
ENSG00000168393	DTYMK	H. sapiens	S000003818	CDC8	S. cerevisiae	orthologue
ENSG00000168438	CDC40	H. sapiens	S000002772	CDC40	S. cerevisiae	homologue
ENSG00000168438	CDC40	H. sapiens	S000002772	CDC40	S. cerevisiae	least diverged orthologue
ENSG00000168438	CDC40	H. sapiens	S000002772	CDC40	S. cerevisiae	orthologue
ENSG00000168438	CDC40	H. sapiens	S000005424	CRT10	S. cerevisiae	least diverged orthologue
ENSG00000168495	POLR3D	H. sapiens	S000002309	RPC53	S. cerevisiae	least diverged orthologue
ENSG00000168496	FEN1	H. sapiens	S000001596	RAD27	S. cerevisiae	homologue
ENSG00000168496	FEN1	H. sapiens	S000001596	RAD27	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000168496	FEN1	H. sapiens	S000001596	RAD27	S. cerevisiae	orthologue
ENSG00000168496	FEN1	H. sapiens	S000001596	RAD27	S. cerevisiae	orthologue
ENSG00000168924	LETM1	H. sapiens	S000005387	MDM38	S. cerevisiae	homologue
ENSG00000168924	LETM1	H. sapiens	S000005387	MDM38	S. cerevisiae	least diverged orthologue
ENSG00000168924	LETM1	H. sapiens	S000005387	MDM38	S. cerevisiae	orthologue
ENSG00000168924	LETM1	H. sapiens	S000006329	YLH47	S. cerevisiae	homologue
ENSG00000168924	LETM1	H. sapiens	S000006329	YLH47	S. cerevisiae	orthologue
ENSG00000168924	LETM1	H. sapiens	S000006329	YLH47	S. cerevisiae	orthologue
ENSG00000168924	LETM1	H. sapiens	S000006329	YLH47	S. cerevisiae	orthologue
ENSG00000169251	NMD3	H. sapiens	S000001213	NMD3	S. cerevisiae	homologue
ENSG00000169251	NMD3	H. sapiens	S000001213	NMD3	S. cerevisiae	least diverged orthologue
ENSG00000169251	NMD3	H. sapiens	S000001213	NMD3	S. cerevisiae	orthologue
ENSG00000169251	NMD3	H. sapiens	S000001213	NMD3	S. cerevisiae	orthologue
ENSG00000169567	HINT1	H. sapiens	S000002283	HNT1	S. cerevisiae	horizontal gene transfer
ENSG00000169567	HINT1	H. sapiens	S000002283	HNT1	S. cerevisiae	orthologue
ENSG00000169567	HINT1	H. sapiens	S000002713	HNT2	S. cerevisiae	horizontal gene transfer
ENSG00000169764	UGP2	H. sapiens	S000001004	""	S. cerevisiae	orthologue
ENSG00000169764	UGP2	H. sapiens	S000001004	""	S. cerevisiae	orthologue
ENSG00000169764	UGP2	H. sapiens	S000001518	UGP1	S. cerevisiae	homologue
ENSG00000169764	UGP2	H. sapiens	S000001518	UGP1	S. cerevisiae	least diverged orthologue
ENSG00000169764	UGP2	H. sapiens	S000001518	UGP1	S. cerevisiae	orthologue
ENSG00000169764	UGP2	H. sapiens	S000002261	QRI1	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000170043	TRAPPC1	H. sapiens	S000004542	BET5	S. cerevisiae	homologue
ENSG00000170043	TRAPPC1	H. sapiens	S000004542	BET5	S. cerevisiae	least diverged orthologue
ENSG00000170043	TRAPPC1	H. sapiens	S000004542	BET5	S. cerevisiae	orthologue
ENSG00000170312	CDK1	H. sapiens	S000000364	CDC28	S. cerevisiae	homologue
ENSG00000170312	CDK1	H. sapiens	S000000364	CDC28	S. cerevisiae	orthologue
ENSG00000170445	HARS	H. sapiens	S000006237	HTS1	S. cerevisiae	homologue
ENSG00000170445	HARS	H. sapiens	S000006237	HTS1	S. cerevisiae	least diverged orthologue
ENSG00000170445	HARS	H. sapiens	S000006237	HTS1	S. cerevisiae	orthologue
ENSG00000170445	HARS	H. sapiens	S000006237	HTS1	S. cerevisiae	orthologue
ENSG00000170734	POLH	H. sapiens	S000002827	RAD30	S. cerevisiae	least diverged orthologue
ENSG00000170734	POLH	H. sapiens	S000005873	REV1	S. cerevisiae	homologue
ENSG00000171132	PRKCE	H. sapiens	S000000201	PKC1	S. cerevisiae	orthologue
ENSG00000171132	PRKCE	H. sapiens	S000000201	PKC1	S. cerevisiae	orthologue
ENSG00000171132	PRKCE	H. sapiens	S000001248	SCH9	S. cerevisiae	homologue
ENSG00000171132	PRKCE	H. sapiens	S000001609	YPK1	S. cerevisiae	homologue
ENSG00000171132	PRKCE	H. sapiens	S000004710	YPK2	S. cerevisiae	homologue
ENSG00000171307	ZDHHC16	H. sapiens	S000005363	PFA4	S. cerevisiae	homologue
ENSG00000171311	EXOSC1	H. sapiens	S000005176	CSL4	S. cerevisiae	homologue
ENSG00000171311	EXOSC1	H. sapiens	S000005176	CSL4	S. cerevisiae	least diverged orthologue
ENSG00000171311	EXOSC1	H. sapiens	S000005176	CSL4	S. cerevisiae	orthologue
ENSG00000171311	EXOSC1	H. sapiens	S000005176	CSL4	S. cerevisiae	orthologue
ENSG00000171793	CTPS1	H. sapiens	S000000135	URA7	S. cerevisiae	homologue
ENSG00000171793	CTPS1	H. sapiens	S000000135	URA7	S. cerevisiae	orthologue
ENSG00000171793	CTPS1	H. sapiens	S000000135	URA7	S. cerevisiae	orthologue
ENSG00000171793	CTPS1	H. sapiens	S000003864	URA8	S. cerevisiae	homologue
ENSG00000171793	CTPS1	H. sapiens	S000003864	URA8	S. cerevisiae	orthologue
ENSG00000171793	CTPS1	H. sapiens	S000003864	URA8	S. cerevisiae	orthologue
ENSG00000171793	CTPS1	H. sapiens	S000003864	URA8	S. cerevisiae	orthologue
ENSG00000171953	ATPAF2	H. sapiens	S000003716	ATP12	S. cerevisiae	least diverged orthologue
ENSG00000171953	ATPAF2	H. sapiens	S000003716	ATP12	S. cerevisiae	orthologue
ENSG00000171953	ATPAF2	H. sapiens	S000003716	ATP12	S. cerevisiae	orthologue
ENSG00000172053	QARS	H. sapiens	S000005694	GLN4	S. cerevisiae	homologue
ENSG00000172053	QARS	H. sapiens	S000005694	GLN4	S. cerevisiae	least diverged orthologue
ENSG00000172053	QARS	H. sapiens	S000005694	GLN4	S. cerevisiae	orthologue
ENSG00000172053	QARS	H. sapiens	S000005694	GLN4	S. cerevisiae	orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000003270	ORM1	S. cerevisiae	homologue
ENSG00000172057	ORMDL3	H. sapiens	S000003270	ORM1	S. cerevisiae	least diverged orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000003270	ORM1	S. cerevisiae	orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000003270	ORM1	S. cerevisiae	orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000004342	ORM2	S. cerevisiae	homologue
ENSG00000172057	ORMDL3	H. sapiens	S000004342	ORM2	S. cerevisiae	orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000004342	ORM2	S. cerevisiae	orthologue
ENSG00000172057	ORMDL3	H. sapiens	S000004342	ORM2	S. cerevisiae	orthologue
ENSG00000172269	DPAGT1	H. sapiens	S000000447	ALG7	S. cerevisiae	homologue
ENSG00000172269	DPAGT1	H. sapiens	S000000447	ALG7	S. cerevisiae	least diverged orthologue
ENSG00000172269	DPAGT1	H. sapiens	S000000447	ALG7	S. cerevisiae	orthologue
ENSG00000172269	DPAGT1	H. sapiens	S000000447	ALG7	S. cerevisiae	orthologue
ENSG00000172315	TP53RK	H. sapiens	S000003494	BUD32	S. cerevisiae	homologue
ENSG00000172315	TP53RK	H. sapiens	S000003494	BUD32	S. cerevisiae	least diverged orthologue
ENSG00000172315	TP53RK	H. sapiens	S000003494	BUD32	S. cerevisiae	orthologue
ENSG00000172315	TP53RK	H. sapiens	S000003494	BUD32	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000000604	ADP1	S. cerevisiae	homologue
ENSG00000172350	ABCG4	H. sapiens	S000000604	ADP1	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000001275	PDR11	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000002418	SNQ2	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000002814	PDR15	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005353	PDR18	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005435	""	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005537	AUS1	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005679	PDR5	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005855	PDR10	S. cerevisiae	orthologue
ENSG00000172350	ABCG4	H. sapiens	S000005979	PDR12	S. cerevisiae	orthologue
ENSG00000172482	AGXT	H. sapiens	S000001864	AGX1	S. cerevisiae	homologue
ENSG00000172482	AGXT	H. sapiens	S000001864	AGX1	S. cerevisiae	orthologue
ENSG00000172482	AGXT	H. sapiens	S000001864	AGX1	S. cerevisiae	orthologue
ENSG00000172531	PPP1CA	H. sapiens	S000000935	GLC7	S. cerevisiae	homologue
ENSG00000172531	PPP1CA	H. sapiens	S000000935	GLC7	S. cerevisiae	orthologue
ENSG00000172531	PPP1CA	H. sapiens	S000000935	GLC7	S. cerevisiae	orthologue
ENSG00000172795	DCP2	H. sapiens	S000005062	DCP2	S. cerevisiae	homologue
ENSG00000172795	DCP2	H. sapiens	S000005062	DCP2	S. cerevisiae	least diverged orthologue
ENSG00000172795	DCP2	H. sapiens	S000005062	DCP2	S. cerevisiae	orthologue
ENSG00000172977	KAT5	H. sapiens	S000004734	SAS2	S. cerevisiae	orthologue
ENSG00000172977	KAT5	H. sapiens	S000005770	ESA1	S. cerevisiae	homologue
ENSG00000172977	KAT5	H. sapiens	S000005770	ESA1	S. cerevisiae	least diverged orthologue
ENSG00000172977	KAT5	H. sapiens	S000005770	ESA1	S. cerevisiae	orthologue
ENSG00000172977	KAT5	H. sapiens	S000005770	ESA1	S. cerevisiae	orthologue
ENSG00000172992	DCAKD	H. sapiens	S000002604	CAB5	S. cerevisiae	homologue
ENSG00000172992	DCAKD	H. sapiens	S000002604	CAB5	S. cerevisiae	least diverged orthologue
ENSG00000172992	DCAKD	H. sapiens	S000002604	CAB5	S. cerevisiae	orthologue
ENSG00000172992	DCAKD	H. sapiens	S000002604	CAB5	S. cerevisiae	orthologue
ENSG00000173085	COQ2	H. sapiens	S000005324	COQ2	S. cerevisiae	homologue
ENSG00000173085	COQ2	H. sapiens	S000005324	COQ2	S. cerevisiae	least diverged orthologue
ENSG00000173085	COQ2	H. sapiens	S000005324	COQ2	S. cerevisiae	orthologue
ENSG00000173085	COQ2	H. sapiens	S000005324	COQ2	S. cerevisiae	orthologue
ENSG00000173113	TRMT112	H. sapiens	S000005329	TRM112	S. cerevisiae	homologue
ENSG00000173113	TRMT112	H. sapiens	S000005329	TRM112	S. cerevisiae	least diverged orthologue
ENSG00000173113	TRMT112	H. sapiens	S000005329	TRM112	S. cerevisiae	orthologue
ENSG00000173207	CKS1B	H. sapiens	S000000339	CKS1	S. cerevisiae	homologue
ENSG00000173207	CKS1B	H. sapiens	S000000339	CKS1	S. cerevisiae	orthologue
ENSG00000173208	ABCD2	H. sapiens	S000001671	PXA2	S. cerevisiae	least diverged orthologue
ENSG00000173208	ABCD2	H. sapiens	S000001671	PXA2	S. cerevisiae	orthologue
ENSG00000173208	ABCD2	H. sapiens	S000006068	PXA1	S. cerevisiae	homologue
ENSG00000173208	ABCD2	H. sapiens	S000006068	PXA1	S. cerevisiae	orthologue
ENSG00000173208	ABCD2	H. sapiens	S000006068	PXA1	S. cerevisiae	orthologue
ENSG00000173409	ARV1	H. sapiens	S000004232	ARV1	S. cerevisiae	least diverged orthologue
ENSG00000173409	ARV1	H. sapiens	S000004232	ARV1	S. cerevisiae	orthologue
ENSG00000173486	FKBP2	H. sapiens	S000002927	FPR2	S. cerevisiae	homologue
ENSG00000173486	FKBP2	H. sapiens	S000002927	FPR2	S. cerevisiae	orthologue
ENSG00000173674	EIF1AX	H. sapiens	S000004873	TIF11	S. cerevisiae	homologue
ENSG00000173674	EIF1AX	H. sapiens	S000004873	TIF11	S. cerevisiae	orthologue
ENSG00000173674	EIF1AX	H. sapiens	S000004873	TIF11	S. cerevisiae	orthologue
ENSG00000173674	EIF1AX	H. sapiens	S000004873	TIF11	S. cerevisiae	orthologue
ENSG00000173692	PSMD1	H. sapiens	S000001337	RPN2	S. cerevisiae	homologue
ENSG00000173692	PSMD1	H. sapiens	S000001337	RPN2	S. cerevisiae	least diverged orthologue
ENSG00000173692	PSMD1	H. sapiens	S000001337	RPN2	S. cerevisiae	orthologue
ENSG00000173692	PSMD1	H. sapiens	S000001337	RPN2	S. cerevisiae	orthologue
ENSG00000173846	PLK3	H. sapiens	S000004603	CDC5	S. cerevisiae	homologue
ENSG00000173846	PLK3	H. sapiens	S000004603	CDC5	S. cerevisiae	orthologue
ENSG00000173846	PLK3	H. sapiens	S000004603	CDC5	S. cerevisiae	orthologue
ENSG00000173992	CCS	H. sapiens	S000003865	SOD1	S. cerevisiae	homologue
ENSG00000173992	CCS	H. sapiens	S000004641	CCS1	S. cerevisiae	least diverged orthologue
ENSG00000173992	CCS	H. sapiens	S000004641	CCS1	S. cerevisiae	orthologue
ENSG00000173992	CCS	H. sapiens	S000004641	CCS1	S. cerevisiae	orthologue
ENSG00000174371	EXO1	H. sapiens	S000001596	RAD27	S. cerevisiae	horizontal gene transfer
ENSG00000174371	EXO1	H. sapiens	S000002671	DIN7	S. cerevisiae	homologue
ENSG00000174371	EXO1	H. sapiens	S000002671	DIN7	S. cerevisiae	orthologue
ENSG00000174371	EXO1	H. sapiens	S000002671	DIN7	S. cerevisiae	orthologue
ENSG00000174371	EXO1	H. sapiens	S000005559	EXO1	S. cerevisiae	homologue
ENSG00000174371	EXO1	H. sapiens	S000005559	EXO1	S. cerevisiae	least diverged orthologue
ENSG00000174371	EXO1	H. sapiens	S000005559	EXO1	S. cerevisiae	orthologue
ENSG00000174775	HRAS	H. sapiens	S000005042	RAS2	S. cerevisiae	homologue
ENSG00000174775	HRAS	H. sapiens	S000005042	RAS2	S. cerevisiae	orthologue
ENSG00000174775	HRAS	H. sapiens	S000005627	RAS1	S. cerevisiae	homologue
ENSG00000174775	HRAS	H. sapiens	S000005627	RAS1	S. cerevisiae	orthologue
ENSG00000175048	ZDHHC14	H. sapiens	S000004236	ERF2	S. cerevisiae	homologue
ENSG00000175166	PSMD2	H. sapiens	S000001069	RPN1	S. cerevisiae	homologue
ENSG00000175166	PSMD2	H. sapiens	S000001069	RPN1	S. cerevisiae	least diverged orthologue
ENSG00000175166	PSMD2	H. sapiens	S000001069	RPN1	S. cerevisiae	orthologue
ENSG00000175166	PSMD2	H. sapiens	S000001069	RPN1	S. cerevisiae	orthologue
ENSG00000175193	PARL	H. sapiens	S000003333	PCP1	S. cerevisiae	homologue
ENSG00000175193	PARL	H. sapiens	S000003333	PCP1	S. cerevisiae	least diverged orthologue
ENSG00000175193	PARL	H. sapiens	S000003333	PCP1	S. cerevisiae	orthologue
ENSG00000175283	DOLK	H. sapiens	S000004615	SEC59	S. cerevisiae	homologue
ENSG00000175283	DOLK	H. sapiens	S000004615	SEC59	S. cerevisiae	least diverged orthologue
ENSG00000175283	DOLK	H. sapiens	S000004615	SEC59	S. cerevisiae	orthologue
ENSG00000175548	ALG10B	H. sapiens	S000003459	DIE2	S. cerevisiae	homologue
ENSG00000175548	ALG10B	H. sapiens	S000003459	DIE2	S. cerevisiae	least diverged orthologue
ENSG00000175548	ALG10B	H. sapiens	S000003459	DIE2	S. cerevisiae	orthologue
ENSG00000175550	DRAP1	H. sapiens	S000000961	BUR6	S. cerevisiae	homologue
ENSG00000175550	DRAP1	H. sapiens	S000000961	BUR6	S. cerevisiae	least diverged orthologue
ENSG00000175893	ZDHHC21	H. sapiens	S000005270	PFA3	S. cerevisiae	homologue
ENSG00000177000	MTHFR	H. sapiens	S000000417	MET8	S. cerevisiae	orthologue
ENSG00000177000	MTHFR	H. sapiens	S000003093	MET13	S. cerevisiae	homologue
ENSG00000177000	MTHFR	H. sapiens	S000003093	MET13	S. cerevisiae	orthologue
ENSG00000177000	MTHFR	H. sapiens	S000003093	MET13	S. cerevisiae	orthologue
ENSG00000177000	MTHFR	H. sapiens	S000003093	MET13	S. cerevisiae	orthologue
ENSG00000177000	MTHFR	H. sapiens	S000005944	MET12	S. cerevisiae	least diverged orthologue
ENSG00000177000	MTHFR	H. sapiens	S000005944	MET12	S. cerevisiae	orthologue
ENSG00000177556	ATOX1	H. sapiens	S000005203	ATX1	S. cerevisiae	least diverged orthologue
ENSG00000177556	ATOX1	H. sapiens	S000005203	ATX1	S. cerevisiae	orthologue
ENSG00000177700	POLR2L	H. sapiens	S000005736	RPB10	S. cerevisiae	homologue
ENSG00000177700	POLR2L	H. sapiens	S000005736	RPB10	S. cerevisiae	least diverged orthologue
ENSG00000177700	POLR2L	H. sapiens	S000005736	RPB10	S. cerevisiae	orthologue
ENSG00000177700	POLR2L	H. sapiens	S000005736	RPB10	S. cerevisiae	orthologue
ENSG00000178537	SLC25A20	H. sapiens	S000005626	CRC1	S. cerevisiae	homologue
ENSG00000178537	SLC25A20	H. sapiens	S000005626	CRC1	S. cerevisiae	least diverged orthologue
ENSG00000178537	SLC25A20	H. sapiens	S000005626	CRC1	S. cerevisiae	orthologue
ENSG00000178537	SLC25A20	H. sapiens	S000005626	CRC1	S. cerevisiae	orthologue
ENSG00000178896	EXOSC4	H. sapiens	S000003427	SKI6	S. cerevisiae	homologue
ENSG00000178896	EXOSC4	H. sapiens	S000003427	SKI6	S. cerevisiae	least diverged orthologue
ENSG00000178896	EXOSC4	H. sapiens	S000003427	SKI6	S. cerevisiae	orthologue
ENSG00000178896	EXOSC4	H. sapiens	S000003427	SKI6	S. cerevisiae	orthologue
ENSG00000179091	CYC1	H. sapiens	S000005591	CYT1	S. cerevisiae	homologue
ENSG00000179091	CYC1	H. sapiens	S000005591	CYT1	S. cerevisiae	least diverged orthologue
ENSG00000179091	CYC1	H. sapiens	S000005591	CYT1	S. cerevisiae	orthologue
ENSG00000179091	CYC1	H. sapiens	S000005591	CYT1	S. cerevisiae	orthologue
ENSG00000180198	RCC1	H. sapiens	S000003065	SRM1	S. cerevisiae	homologue
ENSG00000180198	RCC1	H. sapiens	S000003065	SRM1	S. cerevisiae	orthologue
ENSG00000180198	RCC1	H. sapiens	S000003065	SRM1	S. cerevisiae	orthologue
ENSG00000180776	ZDHHC20	H. sapiens	S000005270	PFA3	S. cerevisiae	homologue
ENSG00000180776	ZDHHC20	H. sapiens	S000005270	PFA3	S. cerevisiae	orthologue
ENSG00000180776	ZDHHC20	H. sapiens	S000005363	PFA4	S. cerevisiae	orthologue
ENSG00000181789	COPG1	H. sapiens	S000005231	SEC21	S. cerevisiae	homologue
ENSG00000181789	COPG1	H. sapiens	S000005231	SEC21	S. cerevisiae	orthologue
ENSG00000181789	COPG1	H. sapiens	S000005231	SEC21	S. cerevisiae	orthologue
ENSG00000182093	WRB	H. sapiens	S000002988	GET1	S. cerevisiae	least diverged orthologue
ENSG00000182117	NOP10	H. sapiens	S000007455	NOP10	S. cerevisiae	homologue
ENSG00000182117	NOP10	H. sapiens	S000007455	NOP10	S. cerevisiae	least diverged orthologue
ENSG00000182117	NOP10	H. sapiens	S000007455	NOP10	S. cerevisiae	orthologue
ENSG00000182551	ADI1	H. sapiens	S000004611	ADI1	S. cerevisiae	homologue
ENSG00000182551	ADI1	H. sapiens	S000004611	ADI1	S. cerevisiae	least diverged orthologue
ENSG00000182934	SRPR	H. sapiens	S000002700	SRP101	S. cerevisiae	homologue
ENSG00000182934	SRPR	H. sapiens	S000002700	SRP101	S. cerevisiae	least diverged orthologue
ENSG00000182934	SRPR	H. sapiens	S000002700	SRP101	S. cerevisiae	orthologue
ENSG00000183010	PYCR1	H. sapiens	S000000825	PRO3	S. cerevisiae	homologue
ENSG00000183010	PYCR1	H. sapiens	S000000825	PRO3	S. cerevisiae	horizontal gene transfer
ENSG00000183010	PYCR1	H. sapiens	S000000825	PRO3	S. cerevisiae	orthologue
ENSG00000183765	CHEK2	H. sapiens	S000002259	DUN1	S. cerevisiae	homologue
ENSG00000183765	CHEK2	H. sapiens	S000006074	RAD53	S. cerevisiae	orthologue
ENSG00000185043	CIB1	H. sapiens	S000001673	CNB1	S. cerevisiae	homologue
ENSG00000185043	CIB1	H. sapiens	S000001673	CNB1	S. cerevisiae	orthologue
ENSG00000185122	HSF1	H. sapiens	S000001249	SKN7	S. cerevisiae	orthologue
ENSG00000185122	HSF1	H. sapiens	S000003041	HSF1	S. cerevisiae	homologue
ENSG00000185122	HSF1	H. sapiens	S000003041	HSF1	S. cerevisiae	orthologue
ENSG00000185122	HSF1	H. sapiens	S000003041	HSF1	S. cerevisiae	orthologue
ENSG00000185122	HSF1	H. sapiens	S000003908	HMS2	S. cerevisiae	orthologue
ENSG00000185163	DDX51	H. sapiens	S000005321	DBP6	S. cerevisiae	homologue
ENSG00000185163	DDX51	H. sapiens	S000005321	DBP6	S. cerevisiae	orthologue
ENSG00000185532	PRKG1	H. sapiens	S000001649	TPK3	S. cerevisiae	homologue
ENSG00000185532	PRKG1	H. sapiens	S000001649	TPK3	S. cerevisiae	horizontal gene transfer
ENSG00000185532	PRKG1	H. sapiens	S000003700	TPK1	S. cerevisiae	homologue
ENSG00000185532	PRKG1	H. sapiens	S000003700	TPK1	S. cerevisiae	horizontal gene transfer
ENSG00000185532	PRKG1	H. sapiens	S000006124	TPK2	S. cerevisiae	homologue
ENSG00000185532	PRKG1	H. sapiens	S000006124	TPK2	S. cerevisiae	horizontal gene transfer
ENSG00000185627	PSMD13	H. sapiens	S000002835	RPN9	S. cerevisiae	homologue
ENSG00000185627	PSMD13	H. sapiens	S000002835	RPN9	S. cerevisiae	least diverged orthologue
ENSG00000185627	PSMD13	H. sapiens	S000002835	RPN9	S. cerevisiae	orthologue
ENSG00000185627	PSMD13	H. sapiens	S000002835	RPN9	S. cerevisiae	orthologue
ENSG00000186298	PPP1CC	H. sapiens	S000000935	GLC7	S. cerevisiae	homologue
ENSG00000186298	PPP1CC	H. sapiens	S000000935	GLC7	S. cerevisiae	orthologue
ENSG00000186298	PPP1CC	H. sapiens	S000000935	GLC7	S. cerevisiae	orthologue
ENSG00000186687	LYRM7	H. sapiens	S000002901	MZM1	S. cerevisiae	least diverged orthologue
ENSG00000186908	ZDHHC17	H. sapiens	S000002672	AKR1	S. cerevisiae	homologue
ENSG00000186908	ZDHHC17	H. sapiens	S000002672	AKR1	S. cerevisiae	least diverged orthologue
ENSG00000186908	ZDHHC17	H. sapiens	S000002672	AKR1	S. cerevisiae	orthologue
ENSG00000186908	ZDHHC17	H. sapiens	S000002672	AKR1	S. cerevisiae	orthologue
ENSG00000186908	ZDHHC17	H. sapiens	S000005560	AKR2	S. cerevisiae	homologue
ENSG00000186908	ZDHHC17	H. sapiens	S000005560	AKR2	S. cerevisiae	orthologue
ENSG00000186908	ZDHHC17	H. sapiens	S000005560	AKR2	S. cerevisiae	orthologue
ENSG00000188566	NDOR1	H. sapiens	S000001084	NCP1	S. cerevisiae	least diverged orthologue
ENSG00000188566	NDOR1	H. sapiens	S000006252	TAH18	S. cerevisiae	homologue
ENSG00000188566	NDOR1	H. sapiens	S000006252	TAH18	S. cerevisiae	orthologue
ENSG00000188566	NDOR1	H. sapiens	S000006252	TAH18	S. cerevisiae	orthologue
ENSG00000188566	NDOR1	H. sapiens	S000006252	TAH18	S. cerevisiae	orthologue
ENSG00000188603	CLN3	H. sapiens	S000003595	YHC3	S. cerevisiae	homologue
ENSG00000188603	CLN3	H. sapiens	S000003595	YHC3	S. cerevisiae	homologue
ENSG00000188603	CLN3	H. sapiens	S000003595	YHC3	S. cerevisiae	least diverged orthologue
ENSG00000188603	CLN3	H. sapiens	S000003595	YHC3	S. cerevisiae	orthologue
ENSG00000188603	CLN3	H. sapiens	S000003595	YHC3	S. cerevisiae	orthologue
ENSG00000188706	ZDHHC9	H. sapiens	S000004236	ERF2	S. cerevisiae	homologue
ENSG00000188706	ZDHHC9	H. sapiens	S000004236	ERF2	S. cerevisiae	orthologue
ENSG00000188818	ZDHHC11	H. sapiens	S000004236	ERF2	S. cerevisiae	homologue
ENSG00000196459	TRAPPC2	H. sapiens	S000000458	TRS20	S. cerevisiae	homologue
ENSG00000196459	TRAPPC2	H. sapiens	S000000458	TRS20	S. cerevisiae	least diverged orthologue
ENSG00000196459	TRAPPC2	H. sapiens	S000000458	TRS20	S. cerevisiae	orthologue
ENSG00000196459	TRAPPC2	H. sapiens	S000000458	TRS20	S. cerevisiae	orthologue
ENSG00000196511	TPK1	H. sapiens	S000003903	""	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000196511	TPK1	H. sapiens	S000005669	THI80	S. cerevisiae	homologue
ENSG00000196511	TPK1	H. sapiens	S000005669	THI80	S. cerevisiae	least diverged orthologue
ENSG00000196511	TPK1	H. sapiens	S000005669	THI80	S. cerevisiae	orthologue
ENSG00000196712	NF1	H. sapiens	S000000344	IRA1	S. cerevisiae	homologue
ENSG00000196712	NF1	H. sapiens	S000005441	IRA2	S. cerevisiae	homologue
ENSG00000197142	ACSL5	H. sapiens	S000000817	FAA2	S. cerevisiae	homologue
ENSG00000197142	ACSL5	H. sapiens	S000000817	FAA2	S. cerevisiae	orthologue
ENSG00000197299	BLM	H. sapiens	S000004802	SGS1	S. cerevisiae	homologue
ENSG00000197299	BLM	H. sapiens	S000004802	SGS1	S. cerevisiae	least diverged orthologue
ENSG00000197858	GPAA1	H. sapiens	S000004078	GAA1	S. cerevisiae	homologue
ENSG00000197858	GPAA1	H. sapiens	S000004078	GAA1	S. cerevisiae	least diverged orthologue
ENSG00000197858	GPAA1	H. sapiens	S000004078	GAA1	S. cerevisiae	orthologue
ENSG00000197858	GPAA1	H. sapiens	S000004078	GAA1	S. cerevisiae	orthologue
ENSG00000197912	SPG7	H. sapiens	S000000819	AFG3	S. cerevisiae	homologue
ENSG00000197912	SPG7	H. sapiens	S000004695	YTA12	S. cerevisiae	homologue
ENSG00000197930	ERO1A	H. sapiens	S000004599	ERO1	S. cerevisiae	homologue
ENSG00000197930	ERO1A	H. sapiens	S000004599	ERO1	S. cerevisiae	least diverged orthologue
ENSG00000197930	ERO1A	H. sapiens	S000004599	ERO1	S. cerevisiae	orthologue
ENSG00000197930	ERO1A	H. sapiens	S000004599	ERO1	S. cerevisiae	orthologue
ENSG00000198258	UBL5	H. sapiens	S000007251	HUB1	S. cerevisiae	homologue
